TimeStemp;grDataTime;W_GD;W_Yaw_CCW;W_Yaw_CW;W_Gen_APower;W_AcPower;W_Gen_Tor;W_Gen_Tor_Set;W_Nac_WS;W_NAC_WD;W_NAC_VD;W_Yaw_Pos;W_Pitch1;W_Pitch1_Set;W_Pitch2;W_Pitch2_Set;W_Pitch3;W_Pitch3_Set;W_Gen_SP;W_Rotor_SP;W_Nac_AccX;W_Nac_AccY;W_Nac_AccZ;W_Rotor_Pos;Acc2X;Acc2Y;Acc2Z;Temp2;Acc3X;Acc3Y;Acc3Z;Temp3;Acc1X;Acc1Y;Acc1Z;Temp1;Bl2_I_1M;Bl2_O_1M;Bl2_I_12M;Bl2_O_12M;Bl2_T_12M;Bl2_I_20M;Bl2_O_20M;Bl2_T_20M;Bl2_I_30M;Bl2_O_30M;Bl2_T_30M;Bl2_I_40M;Bl2_O_40M;Bl2_T_40M;Bl2_I_50M;Bl2_O_50M;Bl2_T_50M;Bl3_I_1M;Bl3_O_1M;Bl3_I_12M;Bl3_O_12M;Bl3_T_12M;Bl3_I_25M;Bl3_O_25M;Bl3_T_25M;Bl3_I_46M;Bl3_O_46M;Bl3_T_46M;Bl1_I_1M;Bl1_O_1M;Bl1_I_12M;Bl1_O_12M;Bl1_T_12M;Bl1_I_25M;Bl1_25M;Bl1_T_25M;Bl1_I_46M;Bl1_O_46M;Bl1_T_46M;Bl2_B1_1M;Bl2_B2_1M;Bl2_B4_1M;Bl2_B5_1M;Bl2_B1_12M;Bl2_B2_12M;Bl2_B4_12M;Bl2_B5_12M;Bl2_B1_20M;Bl2_B3_20M;Bl2_B4_20M;Bl2_B6_20M;Bl2_B1_30M;Bl2_B3_30M;Bl2_B4_30M;Bl2_B6_30M;Bl2_B1_40M;Bl2_B3_40M;Bl2_B4_40M;Bl2_B6_40M;Bl2_B1_50M;Bl2_B3_50M;Bl2_B4_50M;Bl2_B6_50M;Bl3_B1_1M;Bl3_B2_1M;Bl3_B3_1M;Bl3_B4_1M;Bl3_B1_12M;Bl3_B2_12M;Bl3_B3_12M;Bl3_B4_12M;Bl3_B1_25M;Bl3_B2_25M;Bl3_B3_25M;Bl3_B4_25M;Bl3_B1_46M;Bl3_B2_46M;Bl3_B3_46M;Bl3_B4_46M;Bl1_B1_1M;Bl1_B2_1M;Bl1_B3_1M;Bl1_B4_1M;Bl1_B1_12M;Bl1_B2_12M;Bl1_B3_12M;Bl1_B4_12M;Bl1_B1_25M;Bl1_B2_25M;Bl1_B3_25M;Bl1_B4_25M;Bl1_B1_46M;Bl1_B2_46M;Bl1_B3_46M;Bl1_B4_46M;Bl2_S1_12M0;Bl2_S1_12M1;Bl2_S2_12M0;Bl2_S2_12M1;Bl2_S1_20M0;Bl2_S1_20M1;Bl2_S2_20M0;Bl2_S2_20M1;Bl2_S1_30M0;Bl2_S1_30M1;Bl2_S2_30M0;Bl2_S2_30M1;Bl2_S1_40M0;Bl2_S1_40M1;Bl2_S2_40M0;Bl2_S2_40M1;Bl2_S1_50M0;Bl2_S1_50M1;Bl2_S2_50M0;Bl2_S2_50M1;Bl3_S1_12M0;Bl3_S1_12M1;Bl3_S1_12M1;Bl3_S2_12M1;Bl3_S1_25M0;Bl3_S1_25M1;Bl3_S2_25M0;Bl3_S2_25M1;Bl3_S1_46M0;Bl3_S1_46M1;Bl3_S2_46M0;Bl3_S2_46M1;Bl1_S1_12M0;Bl1_S1_12M1;Bl1_S2_12M0;Bl1_S2_12M1;Bl1_S1_25M0;Bl1_S1_25M1;Bl1_S2_25M0;Bl1_S2_25M1;Bl1_S1_46M0;Bl1_S1_46M1;Bl1_S2_46M0;Bl1_S2_46M1;M_Main_WS;M_Ref_WS;M_Tip_WS;M_Main_WD;M_Press;M_Temp;M_Humi;Power
2018-04-08_15:28:14.503;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-16348;18360;8104;23380;20459;-5623;-5721;-16624;28886;-17457;22909;-17370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15373;13909;-14549;13314;-12045;18093;-9860;17555;-6390;-14949;-6058;3399;-1279;0;-1244;0;0;0;0;0;0;0;0;0;-15725;-2875;-15157;-1945;-12825;400;-11533;-332;-9103;2782;-8331;4583;-6150;6713;-5772;10372;-15089;-3040;-15479;-2403;0;0;-11746;863;-10303;3854;-9251;3456;0;6747;-6150;6725;-15356;-10569;-15462;-11026;-5919;-871;-6153;-1501;3159;8216;3433;8045;13155;18040;14026;16561;0;0;0;0;-15422;-11061;3688;8433;-6125;-1530;13222;17615;12812;17495;10988;19933;-15129;-13536;2452;4017;-6087;-1454;13467;17823;0;18096;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:14.523;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-16348;17311;8104;24150;21134;-6071;-5721;-17066;28886;-16716;22909;-17857;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15373;13908;-14549;13315;-12045;18092;-9861;17556;-6389;-14950;-6059;3400;-1278;0;-1244;0;0;0;0;0;0;0;0;0;-15725;-2875;-15158;-1946;-12824;404;-11533;-357;-9103;2782;-8330;2500;-6150;6714;-5772;10375;-15089;-3040;-15479;-2403;0;0;-11746;863;-10303;3854;-9251;3456;0;6747;-6150;6725;-15356;-10569;-15462;-11026;-5919;-872;-6153;-1501;3159;8216;3433;8045;13155;18040;14026;16562;0;0;0;0;-15422;-11061;3688;8433;-6125;-1530;13222;17615;12812;17495;10987;18252;-15129;-13536;2452;4017;-6087;-1454;13466;17822;0;18096;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:14.543;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-16348;17311;8104;22998;21468;-5623;-6066;-17066;28886;-15975;22909;-17370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15373;13908;-14550;13315;-12045;18092;-9861;17556;-6389;-14950;-6059;3400;-1278;0;-1245;0;0;0;0;0;0;0;0;0;-15725;-2875;-15158;-1946;-12824;393;-11533;1090;-9103;2783;-8330;3729;-6152;6714;-5772;10376;-15089;-3040;-15479;-2403;0;0;-11746;863;-10302;3854;-9251;3456;0;6747;-6150;6725;-15356;-10569;-15462;-11026;-5920;-872;-6153;-1500;3159;8216;3433;8045;13154;18040;14026;16562;0;0;0;0;-15422;-11060;3688;8433;-6125;-1530;13222;17614;12812;17495;10975;18617;-15129;-13536;2452;4017;-6087;-1454;13467;17822;0;18097;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:14.563;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15443;17311;8104;24150;21134;-5623;-5721;-17066;29263;-15604;22909;-17857;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15372;13908;-14550;13316;-12045;18091;-9861;17556;-6389;-14951;-6059;3400;-1278;0;-1245;0;0;0;0;0;0;0;0;0;-15725;-2875;-15158;-1946;-12824;400;-11533;-394;-9102;2784;-8331;4568;-6153;6715;-5771;10374;-15089;-3040;-15479;-2403;0;0;-11746;863;-10302;3854;-9251;3456;0;6747;-6150;6725;-15357;-10570;-15462;-11025;-5920;-873;-6153;-1500;3159;8216;3433;8045;13154;18040;14026;16562;0;0;0;0;-15422;-11060;3688;8433;-6125;-1530;13222;17614;12813;17495;9510;19610;-15129;-13536;2452;4017;-6087;-1454;13467;17823;0;18097;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:14.583;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15895;17311;8104;24150;21468;-5623;-6066;-16624;29263;-15975;22909;-17857;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15372;13907;-14550;13316;-12045;18090;-9861;17557;-6389;-14952;-6060;3401;-1278;0;-1245;0;0;0;0;0;0;0;0;0;-15725;-2875;-15157;-1946;-12824;391;-11533;-344;-9104;2784;-8331;2499;-6152;6715;-5771;10381;-15089;-3040;-15479;-2403;0;0;-11746;863;-10302;3854;-9251;3456;0;6747;-6150;6725;-15357;-10570;-15462;-11025;-5920;-873;-6153;-1500;3159;8216;3433;8045;13154;18040;14026;16562;0;0;0;0;-15422;-11060;3688;8433;-6125;-1529;13221;17614;12813;17495;10994;19940;-15129;-13536;2452;4017;-6087;-1454;13467;17824;0;18096;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:14.603;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15443;17311;8104;24150;21468;-5175;-5721;-17066;28508;-15239;22909;-17857;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15372;13907;-14550;13316;-12045;18090;-9861;17557;-6389;-14952;-6060;3401;-1278;0;-1245;0;0;0;0;0;0;0;0;0;-15725;-2875;-15157;-1946;-12824;400;-11533;-353;-9104;2784;-8331;2930;-6153;6715;-5771;10377;-15089;-3040;-15479;-2403;0;0;-11746;863;-10303;3854;-9251;3456;0;6747;-6150;6725;-15357;-10570;-15462;-11025;-5920;-873;-6152;-1500;3158;8215;3433;8046;13154;18039;14026;16562;0;0;0;0;-15422;-11060;3688;8433;-6125;-1529;13222;17614;12813;17495;11001;18237;-15129;-13536;2452;4016;-6087;-1454;13467;17822;0;18096;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:14.623;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-14533;17311;8104;24150;21468;-5623;-6066;-17066;28135;-14868;22567;-17370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15372;13907;-14550;13317;-12045;18089;-9861;17557;-6389;-14953;-6060;3401;-1278;0;-1245;0;0;0;0;0;0;0;0;0;-15725;-2875;-15157;-1946;-12824;395;-11533;-370;-9101;2785;-8331;2532;-6153;6715;-5771;10383;-15089;-3040;-15479;-2403;0;0;-11746;863;-10302;3854;-9250;3456;0;6747;-6150;6725;-15357;-10570;-15463;-11025;-5920;-874;-6152;-1499;3157;8215;3433;8046;13154;18039;14026;16562;0;0;0;0;-15422;-11060;3688;8433;-6124;-1529;13222;17614;12813;17495;10987;16168;-15129;-13536;2452;4016;-6087;-1454;13468;17820;0;18096;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:14.643;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-14986;17311;8104;23380;21468;-6071;-5721;-16624;27758;-14127;22567;-17370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15372;13906;-14550;13317;-12046;18089;-9861;17558;-6389;-14953;-6060;3402;-1278;0;-1245;0;0;0;0;0;0;0;0;0;-15725;-2875;-15157;-1947;-12824;396;-11533;-344;-9102;2785;-8331;3347;-6152;6715;-5771;10367;-15088;-3040;-15480;-2403;0;0;-11746;863;-10303;3854;-9250;3456;0;6747;-6150;6725;-15357;-10571;-15462;-11024;-5920;-874;-6152;-1499;3157;8215;3433;8046;13154;18039;14026;16562;0;0;0;0;-15422;-11060;3688;8433;-6124;-1529;13222;17614;12813;17495;10970;15485;-15129;-13536;2452;4017;-6087;-1454;13467;17820;0;18096;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:14.663;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-14986;15734;8104;22998;22138;-5623;-5721;-17066;27758;-13757;22909;-17857;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15372;13906;-14550;13317;-12046;18088;-9861;17558;-6389;-14954;-6060;3402;-1278;0;-1245;0;0;0;0;0;0;0;0;0;-15725;-2874;-15157;-1947;-12824;406;-11533;1178;-9103;2785;-8330;3728;-6153;6715;-5771;10381;-15088;-3040;-15479;-2403;0;0;-11746;864;-10303;3854;-9250;3456;0;6748;-6150;6724;-15357;-10571;-15462;-11024;-5920;-874;-6152;-1499;3157;8215;3433;8046;13154;18039;14026;16562;0;0;0;0;-15422;-11059;3688;8433;-6125;-1529;13221;17614;12813;17495;10991;16157;-15129;-13536;2452;4017;-6087;-1453;13468;17822;0;18096;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:14.683;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-14986;17311;8104;24150;22813;-5175;-5721;-16624;27758;-14127;22909;-17857;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15372;13906;-14550;13317;-12046;18088;-9861;17558;-6389;-14954;-6060;3402;-1278;0;-1245;0;0;0;0;0;0;0;0;0;-15726;-2874;-15157;-1947;-12824;2131;-11533;-343;-9102;2785;-8330;3743;-6152;6715;-5771;10382;-15089;-3040;-15479;-2403;0;0;-11746;864;-10303;3854;-9250;3456;0;6748;-6150;6724;-15357;-10571;-15462;-11024;-5920;-875;-6152;-1499;3157;8215;3433;8046;13154;18039;14026;16562;0;0;0;0;-15422;-11059;3688;8433;-6125;-1529;13221;17614;12813;17495;10990;15491;-15129;-13536;2452;4017;-6087;-1453;13467;17822;0;18096;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:14.703;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-14986;16261;8104;24150;22473;-4722;-5721;-16624;27758;-14498;22909;-17370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15372;13906;-14550;13317;-12046;18088;-9861;17558;-6389;-14954;-6059;3402;-1279;0;-1245;0;0;0;0;0;0;0;0;0;-15726;-2874;-15157;-1947;-12824;405;-11533;-379;-9102;2785;-8331;4582;-6151;6715;-5772;10381;-15089;-3040;-15479;-2403;0;0;-11746;864;-10303;3854;-9250;3456;0;6749;-6149;6723;-15357;-10571;-15462;-11024;-5920;-875;-6152;-1499;3157;8215;3433;8046;13154;18040;14026;16562;0;0;0;0;-15422;-11059;3688;8433;-6125;-1529;13221;17614;12813;17495;10980;16170;-15129;-13536;2452;4017;-6087;-1453;13467;17822;0;18096;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:14.723;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15443;16261;8104;24150;22813;-4275;-5721;-16624;27380;-14868;22909;-17370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15372;13906;-14550;13317;-12047;18087;-9861;17559;-6390;-14954;-6059;3402;-1279;0;-1245;0;0;0;0;0;0;0;0;0;-15726;-2874;-15157;-1947;-12824;405;-11533;-356;-9102;2785;-8331;3730;-6151;6714;-5772;10363;-15089;-3040;-15479;-2403;0;0;-11745;864;-10303;3854;-9250;3456;0;6749;-6149;6723;-15357;-10571;-15462;-11024;-5921;-875;-6152;-1499;3157;8215;3433;8046;13154;18040;14026;16562;0;0;0;0;-15422;-11059;3688;8433;-6125;-1529;13222;17614;12812;17495;10924;16915;-15129;-13536;2452;4017;-6087;-1453;13467;17822;0;18096;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:14.743;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-14986;17311;8104;24150;22813;-3826;-5721;-16624;26626;-14498;22909;-17857;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15373;13905;-14550;13317;-12047;18087;-9860;17559;-6390;-14955;-6059;3403;-1279;0;-1245;0;0;0;0;0;0;0;0;0;-15726;-2874;-15156;-1947;-12825;407;-11532;-357;-9103;2785;-8331;2511;-6152;6714;-5773;10377;-15089;-3041;-15479;-2403;0;0;-11745;864;-10303;3854;-9249;3456;0;6751;-6150;6722;-15357;-10571;-15462;-11024;-5921;-875;-6152;-1499;3157;8215;3433;8046;13153;18040;14027;16562;0;0;0;0;-15422;-11059;3688;8433;-6125;-1529;13222;17614;12812;17495;10986;19969;-15129;-13536;2452;4017;-6087;-1453;13467;17821;0;18096;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:14.763;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15895;16261;8104;24150;22138;-3378;-5721;-16624;26248;-14498;22909;-17857;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15373;13905;-14549;13317;-12047;18087;-9860;17559;-6390;-14954;-6058;3403;-1279;0;-1245;0;0;0;0;0;0;0;0;0;-15726;-2874;-15156;-1947;-12825;399;-11532;-365;-9102;2785;-8331;3743;-6151;6713;-5773;10373;-15089;-3041;-15479;-2403;0;0;-11745;864;-10303;3855;-9249;3456;0;6751;-6150;6722;-15357;-10571;-15462;-11024;-5921;-875;-6152;-1499;3157;8215;3434;8046;13153;18040;14027;16562;0;0;0;0;-15422;-11059;3688;8433;-6125;-1528;13222;17613;12812;17495;10977;18282;-15129;-13536;2452;4017;-6087;-1453;13468;17821;0;18096;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:14.783;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15895;16261;8104;24150;21803;-2930;-5721;-16624;26248;-15239;22909;-17857;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15373;13905;-14549;13317;-12047;18087;-9859;17559;-6391;-14955;-6058;3403;-1279;0;-1245;0;0;0;0;0;0;0;0;0;-15727;-2874;-15156;-1947;-12825;396;-11532;-341;-9103;2785;-8331;2895;-6150;6713;-5773;10351;-15089;-3041;-15479;-2403;0;0;-11745;864;-10304;3855;-9249;3456;0;6752;-6150;6721;-15357;-10571;-15462;-11024;-5921;-875;-6152;-1499;3157;8215;3434;8046;13153;18040;14026;16562;0;0;0;0;-15423;-11058;3688;8433;-6125;-1528;13222;17613;12812;17495;10967;15423;-15129;-13536;2452;4017;-6087;-1453;13466;17821;0;18096;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:14.803;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15895;16261;8104;24150;20794;-2477;-5721;-16624;25870;-15975;22909;-17370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15374;13905;-14548;13317;-12047;18087;-9859;17559;-6391;-14954;-6057;3403;-1279;0;-1244;0;0;0;0;0;0;0;0;0;-15727;-2874;-15155;-1946;-12825;395;-11531;-337;-9103;2785;-8331;3730;-6147;6713;-5773;10384;-15089;-3041;-15479;-2403;0;0;-11745;864;-10304;3855;-9249;3456;0;6753;-6150;6720;-15357;-10571;-15462;-11024;-5921;-875;-6152;-1500;3157;8216;3434;8046;13153;18040;14027;16562;0;0;0;0;-15423;-11058;3688;8433;-6125;-1528;13222;17613;12811;17495;10842;20001;-15129;-13536;2452;4017;-6087;-1453;13467;17822;0;18095;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:14.823;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-16348;17833;8104;24150;20794;-2477;-5721;-17066;26626;-16716;22909;-17370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15374;13905;-14548;13317;-12048;18087;-9858;17559;-6391;-14954;-6057;3403;-1280;0;-1243;0;0;0;0;0;0;0;0;0;-15727;-2875;-15155;-1946;-12826;399;-11531;-359;-9103;2785;-8331;3327;-6149;6712;-5773;10376;-15089;-3041;-15479;-2402;0;0;-11745;865;-10304;3856;-9249;3456;0;6753;-6150;6720;-15357;-10570;-15462;-11024;-5921;-874;-6152;-1500;3157;8216;3434;8046;13153;18040;14027;16561;0;0;0;0;-15423;-11058;3688;8433;-6126;-1528;13222;17613;12811;17495;10988;16960;-15129;-13536;2452;4017;-6086;-1453;13467;17823;0;18095;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:14.843;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-16800;17833;8104;23380;20794;-2029;-6066;-17066;25870;-17086;22909;-17370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15374;13905;-14547;13317;-12048;18088;-9858;17559;-6392;-14954;-6057;3402;-1280;0;-1243;0;0;0;0;0;0;0;0;0;-15727;-2875;-15155;-1946;-12826;408;-11531;-364;-9101;2785;-8330;3340;-6150;6712;-5774;10377;-15089;-3041;-15479;-2402;0;0;-11744;865;-10304;3856;-9249;3455;0;6753;-6150;6720;-15357;-10570;-15462;-11025;-5921;-874;-6152;-1500;3157;8216;3434;8045;13154;18041;14027;16561;0;0;0;0;-15423;-11059;3688;8433;-6125;-1528;13222;17613;12811;17495;10972;19923;-15129;-13536;2452;4017;-6086;-1453;13467;17822;0;18095;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:14.863;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-16800;17833;8104;22998;20124;-2477;-5721;-17066;25493;-17086;22909;-17370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15374;13905;-14547;13317;-12048;18088;-9858;17559;-6392;-14954;-6056;3402;-1280;0;-1243;0;0;0;0;0;0;0;0;0;-15727;-2875;-15155;-1946;-12826;396;-11531;5066;-9102;2784;-8330;3725;-6150;6712;-5774;10378;-15090;-3042;-15478;-2402;0;0;-11744;865;-10304;3857;-9249;3455;0;6754;-6150;6720;-15357;-10570;-15462;-11025;-5920;-874;-6152;-1500;3157;8216;3434;8045;13154;18041;14027;16561;0;-3039;0;18096;-15423;-11059;3688;8433;-6126;-1528;13222;17613;12811;17495;10979;18704;-15129;-13536;2452;4017;-6086;-1453;13467;17822;0;18095;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:14.883;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-17710;17311;8104;24150;19789;-2477;-5721;-16624;25115;-17828;22909;-17370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15375;13905;-14546;13316;-12048;18088;-9857;17559;-6392;-14953;-6056;3402;-1281;0;-1242;0;0;0;0;0;0;0;0;0;-15727;-2875;-15155;-1946;-12827;397;-11530;349;-9103;2784;-8330;2542;-6148;6712;-5774;10377;-15090;-3042;-15478;-2402;0;0;-11744;865;-10304;3857;-9249;3455;0;6754;-6151;6719;-15357;-10570;-15462;-11025;-5920;-874;-6152;-1501;3158;8216;3434;8045;13154;18040;14027;16560;0;-3039;0;18096;-15423;-11059;3688;8433;-6126;-1528;13222;17613;12811;17495;10800;18715;-15129;-13536;2452;4017;-6086;-1452;13468;17821;0;18095;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:14.903;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-17710;18887;8104;23380;19454;-3378;-5721;-17066;25493;-18565;22909;-17370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15375;13905;-14546;13316;-12048;18088;-9857;17559;-6392;-14953;-6055;3402;-1281;0;-1242;0;0;0;0;0;0;0;0;0;-15728;-2876;-15154;-1945;-12827;390;-11530;-352;-9104;2784;-8330;4596;-6151;6712;-5774;10377;-15090;-3042;-15478;-2402;0;0;-11744;865;-10304;3857;-9249;3455;0;6755;-6151;6719;-15357;-10570;-15462;-11025;-5920;-874;-6151;-1501;3158;8216;3435;8044;13155;18040;14027;16560;0;-3039;0;18096;-15423;-11059;3688;8433;-6126;-1528;13222;17614;12811;17495;10977;19247;-15129;-13536;2452;4017;-6086;-1452;13468;17823;0;18095;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:14.923;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-17710;17833;8104;24150;20459;-3378;-5721;-16624;25493;-18935;22567;-17370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15375;13905;-14545;13316;-12049;18089;-9856;17559;-6393;-14953;-6055;3402;-1281;0;-1242;0;0;0;0;0;0;0;0;0;-15728;-2876;-15154;-1945;-12827;391;-11530;-372;-9103;2783;-8329;3715;-6149;6712;-5773;10380;-15090;-3042;-15478;-2402;0;0;-11744;865;-10304;3858;-9249;3455;0;6755;-6151;6719;-15357;-10570;-15462;-11026;-5920;-874;-6152;-1501;3158;8216;3435;8044;13155;18040;14027;16559;0;-3039;0;18096;-15424;-11059;3688;8433;-6126;-1528;13222;17614;12811;17495;10982;16925;-15129;-13536;2452;4017;-6085;-1452;13468;17821;0;18095;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
